company_id,year,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
BRITANNIA,2021-03,9.834322396201545,NORMAL,9.362340796469915,NORMAL,,INSUFFICIENT,22.618943154319982,NORMAL,17.54130118103776,NORMAL,,INSUFFICIENT,22.39034103416604,NORMAL,17.761237717688783,NORMAL,,INSUFFICIENT
BRITANNIA,2022-03,8.539861530779703,NORMAL,9.319392415225236,NORMAL,,INSUFFICIENT,9.489483155671108,NORMAL,11.365632023060845,NORMAL,,INSUFFICIENT,9.487978497197226,NORMAL,11.23149262024683,NORMAL,,INSUFFICIENT
BRITANNIA,2023-03,12.008784937237893,NORMAL,10.456954960245657,NORMAL,10.176115002864883,NORMAL,18.438235084879718,NORMAL,18.195507150242562,NORMAL,24.444733131363193,NORMAL,18.28992229188444,NORMAL,17.978912471277987,NORMAL,24.190351072598283,NORMAL
BRITANNIA,2024-03,8.479583308976203,NORMAL,8.690023727476138,NORMAL,9.265752439203956,NORMAL,4.856654873228505,NORMAL,13.063515827454196,NORMAL,18.37492911445593,NORMAL,4.946129761743845,NORMAL,13.14353769849137,NORMAL,18.720851381956226,NORMAL
CANBK,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CANBK,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CANBK,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CANBK,2016-03,8.93190661755634,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT
CANBK,2017-03,1.5649690307792952,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-19.17168599050957,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-20.62994740159002,NORMAL,,INSUFFICIENT,,INSUFFICIENT
CANBK,2018-03,-1.9140803802695672,NORMAL,3.9465722412666437,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
CANBK,2019-03,2.8774221235335684,NORMAL,3.9169337588697672,NORMAL,,INSUFFICIENT,,TURNAROUND,-23.589233339154912,NORMAL,,INSUFFICIENT,,TURNAROUND,-27.522033632230446,NORMAL,,INSUFFICIENT
CANBK,2020-03,6.273403814844825,NORMAL,2.5778826660805887,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
CANBK,2021-03,19.329354886811934,NORMAL,9.79068258124791,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT
CANBK,2022-03,13.770861896859676,NORMAL,11.239387352854724,NORMAL,,INSUFFICIENT,106.82838857172712,NORMAL,34.27109608133916,NORMAL,,INSUFFICIENT,51.82944859378311,NORMAL,6.9610375725068785,NORMAL,,INSUFFICIENT
CANBK,2023-03,19.954135564657104,NORMAL,15.744100651185388,NORMAL,9.686838407526732,NORMAL,,TURNAROUND,,TURNAROUND,14.245937899779392,NORMAL,,TURNAROUND,,TURNAROUND,0.0,NORMAL
CANBK,2024-03,16.302939300232524,NORMAL,18.17561078322378,NORMAL,10.817178802179583,NORMAL,73.3401622666352,NORMAL,85.7752850068174,NORMAL,19.14374492187123,NORMAL,61.980590063874175,NORMAL,53.4206382524911,NORMAL,5.449589185476622,NORMAL
CHOLAFIN,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CHOLAFIN,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CHOLAFIN,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CHOLAFIN,2016-03,17.919909166890392,NORMAL,,INSUFFICIENT,,INSUFFICIENT,23.13240895422275,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.507113208761506,NORMAL,,INSUFFICIENT,,INSUFFICIENT
CHOLAFIN,2017-03,12.702588162430374,NORMAL,,INSUFFICIENT,,INSUFFICIENT,24.956506607484098,NORMAL,,INSUFFICIENT,,INSUFFICIENT,21.644039911467992,NORMAL,,INSUFFICIENT,,INSUFFICIENT
CHOLAFIN,2018-03,14.378909594135635,NORMAL,16.68437656235511,NORMAL,,INSUFFICIENT,27.39525047802285,NORMAL,24.410888861750912,NORMAL,,INSUFFICIENT,25.99210498948732,NORMAL,24.57309396155174,NORMAL,,INSUFFICIENT
CHOLAFIN,2019-03,19.037636667595194,NORMAL,16.735030332037514,NORMAL,,INSUFFICIENT,27.685653013303746,NORMAL,26.604536128351008,NORMAL,,INSUFFICIENT,28.923198938929808,NORMAL,24.57309396155174,NORMAL,,INSUFFICIENT
CHOLAFIN,2020-03,22.892372097966685,NORMAL,18.58556025181821,NORMAL,,INSUFFICIENT,13.650684444854754,NORMAL,18.875273229313038,NORMAL,,INSUFFICIENT,13.040381433805548,NORMAL,16.723531932969316,NORMAL,,INSUFFICIENT
CHOLAFIN,2021-03,19.90434970135473,NORMAL,17.858630778154506,NORMAL,,INSUFFICIENT,18.330176130931108,NORMAL,21.476500952977506,NORMAL,,INSUFFICIENT,16.553177619681136,NORMAL,22.104343283362393,NORMAL,,INSUFFICIENT
CHOLAFIN,2022-03,12.601544217953542,NORMAL,16.672223519677342,NORMAL,,INSUFFICIENT,21.632747297226416,NORMAL,24.57309396155174,NORMAL,,INSUFFICIENT,20.123329994304417,NORMAL,23.636347834823447,NORMAL,,INSUFFICIENT
CHOLAFIN,2023-03,13.931622742085592,NORMAL,18.30709988146173,NORMAL,17.49293677735968,NORMAL,36.23400813306012,NORMAL,23.757322966390348,NORMAL,24.08367561206188,NORMAL,35.02127623583273,NORMAL,21.67286837864115,NORMAL,23.11444133449163,NORMAL
CHOLAFIN,2024-03,25.985530916686983,NORMAL,21.939164804975263,NORMAL,19.308726010179612,NORMAL,31.008346108097527,NORMAL,23.363417251672082,NORMAL,24.97347005007167,NORMAL,29.2240709727595,NORMAL,22.275238764557947,NORMAL,23.418818693862285,NORMAL
CIPLA,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CIPLA,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CIPLA,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
CIPLA,2016-03,18.539237100104767,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-3.6249613007168002,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-3.63963416490265,NORMAL,,INSUFFICIENT,,INSUFFICIENT
CIPLA,2017-03,12.264940697368477,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-9.664646717181679,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.55397960832336,NORMAL,,INSUFFICIENT,,INSUFFICIENT
CIPLA,2018-03,10.135340493175015,NORMAL,12.855139726348241,NORMAL,,INSUFFICIENT,4.859066982791882,NORMAL,-1.7147666072381607,NORMAL,,INSUFFICIENT,6.265856918261115,NORMAL,-1.075518913431428,NORMAL,,INSUFFICIENT
CIPLA,2019-03,5.866212045685026,NORMAL,9.970821360334714,NORMAL,,INSUFFICIENT,2.5609923598450823,NORMAL,1.2232653529579363,NORMAL,,INSUFFICIENT,3.777107043295369,NORMAL,2.2494394759551506,NORMAL,,INSUFFICIENT
CIPLA,2020-03,5.97632515203157,NORMAL,8.59272043765662,NORMAL,,INSUFFICIENT,13.16626169531354,NORMAL,4.065763588348226,NORMAL,,INSUFFICIENT,13.48455252486973,NORMAL,4.841317128472156,NORMAL,,INSUFFICIENT
CIPLA,2021-03,8.127701053705326,NORMAL,6.798769202186472,NORMAL,,INSUFFICIENT,19.018763267593442,NORMAL,11.552368035502859,NORMAL,,INSUFFICIENT,18.56311014966876,NORMAL,12.030033714161736,NORMAL,,INSUFFICIENT
CIPLA,2022-03,9.975038978825479,NORMAL,8.6194133222254,NORMAL,,INSUFFICIENT,19.5143463606968,NORMAL,19.734062761097903,NORMAL,,INSUFFICIENT,17.7251803114417,NORMAL,18.98265847516061,NORMAL,,INSUFFICIENT
CIPLA,2023-03,9.920037285750482,NORMAL,8.465298065352634,NORMAL,10.638448871201112,NORMAL,23.60947783147771,NORMAL,14.861727803723523,NORMAL,6.250702233372785,NORMAL,22.585230441425352,NORMAL,14.224458489960767,NORMAL,6.299554484078906,NORMAL
CIPLA,2024-03,10.389755935227928,NORMAL,9.513860126378049,NORMAL,9.74210289783317,NORMAL,20.249546582874324,NORMAL,22.726834848000887,NORMAL,11.457664472874352,NORMAL,19.348319192733697,NORMAL,21.832544608565986,NORMAL,11.612317403390438,NORMAL
COALINDIA,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
COALINDIA,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
COALINDIA,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
COALINDIA,2016-03,4.4624160180822825,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-6.324143365636392,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-5.204434004947823,NORMAL,,INSUFFICIENT,,INSUFFICIENT
COALINDIA,2017-03,3.4469336619301405,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-15.002005832053067,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-14.501202666165147,NORMAL,,INSUFFICIENT,,INSUFFICIENT
COALINDIA,2018-03,4.771413528224211,NORMAL,4.530928548191615,NORMAL,,INSUFFICIENT,-19.962924836338193,NORMAL,-16.516639196869278,NORMAL,,INSUFFICIENT,-20.62994740159002,NORMAL,-16.43858526219666,NORMAL,,INSUFFICIENT
COALINDIA,2019-03,8.549069216250338,NORMAL,7.119583581673816,NORMAL,,INSUFFICIENT,6.972058661920855,NORMAL,2.935304969734065,NORMAL,,INSUFFICIENT,6.776758314981257,NORMAL,3.131030647754507,NORMAL,,INSUFFICIENT
COALINDIA,2020-03,7.121194326442315,NORMAL,5.326952047804134,NORMAL,,INSUFFICIENT,21.634329363018388,NORMAL,3.9987615210192784,NORMAL,,INSUFFICIENT,21.644039911467992,NORMAL,4.180926810264429,NORMAL,,INSUFFICIENT
COALINDIA,2021-03,1.8360106747155491,NORMAL,2.9460281504197328,NORMAL,,INSUFFICIENT,21.751489196568773,NORMAL,-2.297002167365203,NORMAL,,INSUFFICIENT,24.053456597035684,NORMAL,-1.8029837629920942,NORMAL,,INSUFFICIENT
COALINDIA,2022-03,3.2815086004676752,NORMAL,7.016771822811507,NORMAL,,INSUFFICIENT,-0.16441738063914801,NORMAL,13.367968233078154,NORMAL,,INSUFFICIENT,0.0,NORMAL,13.29568106011707,NORMAL,,INSUFFICIENT
COALINDIA,2023-03,12.896239497965745,NORMAL,10.154316600646451,NORMAL,7.305792005171141,NORMAL,23.84712426047706,NORMAL,35.14033704685049,NORMAL,6.21661601057959,NORMAL,24.417038560574934,NORMAL,36.43384909521037,NORMAL,6.773617755135319,NORMAL
COALINDIA,2024-03,16.493956528516662,NORMAL,7.402890725901301,NORMAL,7.261143616999366,NORMAL,43.28908935217686,NORMAL,16.43231987118112,NORMAL,9.476008121750844,NORMAL,42.6823258428825,NORMAL,16.851518569430034,NORMAL,9.777126683205474,NORMAL
DABUR,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DABUR,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DABUR,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DABUR,2016-03,8.210750375643494,NORMAL,,INSUFFICIENT,,INSUFFICIENT,17.857237047762297,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.507113208761506,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DABUR,2017-03,2.5597781682390686,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.799063419577216,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.868894208139679,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DABUR,2018-03,-0.3131454957696178,NORMAL,4.691708009656703,NORMAL,,INSUFFICIENT,8.336842147135126,NORMAL,12.133195884079996,NORMAL,,INSUFFICIENT,10.064241629820891,NORMAL,14.869835499703509,NORMAL,,INSUFFICIENT
DABUR,2019-03,3.0548301312460113,NORMAL,3.8246796218349033,NORMAL,,INSUFFICIENT,4.863315657703393,NORMAL,9.560640840459556,NORMAL,,INSUFFICIENT,4.551591714942038,NORMAL,9.856054330611785,NORMAL,,INSUFFICIENT
DABUR,2020-03,4.48460777800721,NORMAL,2.185845018699095,NORMAL,,INSUFFICIENT,4.196435936023768,NORMAL,6.277042883206563,NORMAL,,INSUFFICIENT,4.551591714942038,NORMAL,5.922384104881218,NORMAL,,INSUFFICIENT
DABUR,2021-03,7.3840173521868335,NORMAL,4.21106361296264,NORMAL,,INSUFFICIENT,7.6688259790842705,NORMAL,6.2122070007714525,NORMAL,,INSUFFICIENT,7.721734501594191,NORMAL,7.394092378577932,NORMAL,,INSUFFICIENT
DABUR,2022-03,8.542823643602704,NORMAL,7.417496175488059,NORMAL,,INSUFFICIENT,6.404489534023128,NORMAL,6.357381418513053,NORMAL,,INSUFFICIENT,7.721734501594191,NORMAL,7.394092378577932,NORMAL,,INSUFFICIENT
DABUR,2023-03,9.905601684338405,NORMAL,8.347751250887736,NORMAL,6.504042822142919,NORMAL,5.514444595179802,NORMAL,4.6070388976750865,NORMAL,8.304762515627996,NORMAL,7.721734501594191,NORMAL,4.563955259127317,NORMAL,9.595822638521723,NORMAL
DABUR,2024-03,9.061384362071356,NORMAL,7.814065037783324,NORMAL,5.800570703921659,NORMAL,2.231072252692079,NORMAL,4.604418961155621,NORMAL,7.053851757552976,NORMAL,0.0,NORMAL,4.563955259127317,NORMAL,7.177346253629313,NORMAL
DIVISLAB,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DIVISLAB,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DIVISLAB,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DIVISLAB,2016-03,20.744742509307112,NORMAL,,INSUFFICIENT,,INSUFFICIENT,23.21038077884925,NORMAL,,INSUFFICIENT,,INSUFFICIENT,22.228876016833944,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DIVISLAB,2017-03,17.083761391523545,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.09865223726969,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.315078730200367,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DIVISLAB,2018-03,7.696368677144871,NORMAL,12.648856319282388,NORMAL,,INSUFFICIENT,0.9686771151561135,NORMAL,7.815355794198564,NORMAL,,INSUFFICIENT,1.0310005155547586,NORMAL,7.487316557532875,NORMAL,,INSUFFICIENT
DIVISLAB,2019-03,9.414288894577583,NORMAL,14.32944154477973,NORMAL,,INSUFFICIENT,6.313023305687548,NORMAL,11.846825067452894,NORMAL,,INSUFFICIENT,6.685884434218181,NORMAL,11.952664832522043,NORMAL,,INSUFFICIENT
DIVISLAB,2020-03,9.896977358448078,NORMAL,11.60677996581516,NORMAL,,INSUFFICIENT,9.112881508973846,NORMAL,10.077578947240639,NORMAL,,INSUFFICIENT,9.139288306110593,NORMAL,10.197228772148016,NORMAL,,INSUFFICIENT
DIVISLAB,2021-03,21.44223311901159,NORMAL,13.038840944248363,NORMAL,,INSUFFICIENT,31.274596324094418,NORMAL,11.995521268019417,NORMAL,,INSUFFICIENT,31.476794716464763,NORMAL,12.295510705682112,NORMAL,,INSUFFICIENT
DIVISLAB,2022-03,21.904002708703963,NORMAL,17.130733265194962,NORMAL,,INSUFFICIENT,29.816921151635988,NORMAL,22.799661357049537,NORMAL,,INSUFFICIENT,29.98182056186762,NORMAL,22.865967908314722,NORMAL,,INSUFFICIENT
DIVISLAB,2023-03,12.922578841015287,NORMAL,14.82551842034332,NORMAL,13.731980226848982,NORMAL,9.823925927162346,NORMAL,15.772403111787137,NORMAL,11.72306311879705,NORMAL,9.88757320151712,NORMAL,15.895621875417865,NORMAL,11.612317403390438,NORMAL
DIVISLAB,2024-03,4.025743333608478,NORMAL,9.664930361854074,NORMAL,11.972899602171317,NORMAL,-6.919343378939391,NORMAL,3.4104521925080844,NORMAL,7.545947187802726,NORMAL,-7.168223327744416,NORMAL,3.303780411393231,NORMAL,7.541310687238512,NORMAL
DLF,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DLF,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DLF,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DLF,2016-03,8.491371914570411,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-22.958510900340766,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-20.62994740159002,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DLF,2017-03,-0.3102731794761948,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.265856918261115,NORMAL,,INSUFFICIENT,,INSUFFICIENT,0.0,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DLF,2018-03,-4.286202275682516,NORMAL,-2.906998321107812,NORMAL,,INSUFFICIENT,106.69329011366662,NORMAL,46.343100538026775,NORMAL,,INSUFFICIENT,102.74006651911334,NORMAL,44.26999059072136,NORMAL,,INSUFFICIENT
DLF,2019-03,-5.54001698972777,NORMAL,0.16336031000119267,NORMAL,,INSUFFICIENT,62.71659286874707,NORMAL,17.367720732531254,NORMAL,,INSUFFICIENT,44.22495703074083,NORMAL,8.447177119769854,NORMAL,,INSUFFICIENT
DLF,2020-03,-9.552259364271675,NORMAL,-4.478170646145219,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
DLF,2021-03,-6.889931026027241,NORMAL,-11.417323931344514,NORMAL,,INSUFFICIENT,-37.69152518358227,NORMAL,28.844452220918914,NORMAL,,INSUFFICIENT,-45.71164766810186,NORMAL,14.869835499703509,NORMAL,,INSUFFICIENT
DLF,2022-03,-11.918755127707092,NORMAL,-7.007331825655971,NORMAL,,INSUFFICIENT,4.5117928562375065,NORMAL,16.20146415822752,NORMAL,,INSUFFICIENT,0.0,NORMAL,8.447177119769854,NORMAL,,INSUFFICIENT
DLF,2023-03,-2.1730221138701267,NORMAL,-3.2183360878788925,NORMAL,-3.062792196672204,NORMAL,,TURNAROUND,-14.597069972489107,NORMAL,11.795033768312324,NORMAL,,TURNAROUND,-20.37856588930055,NORMAL,7.177346253629313,NORMAL
DLF,2024-03,5.883921200220743,NORMAL,-5.136730668466605,NORMAL,-2.5227009697177505,NORMAL,35.99602527786225,NORMAL,15.697066513836644,NORMAL,16.52939969024585,NORMAL,40.10196653276936,NORMAL,12.888132073019754,NORMAL,10.645376106020565,NORMAL
DMART,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DMART,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DMART,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DMART,2016-03,36.96336299080871,NORMAL,,INSUFFICIENT,,INSUFFICIENT,50.43216582443817,NORMAL,,INSUFFICIENT,,INSUFFICIENT,44.22495703074083,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DMART,2017-03,36.42393122470193,NORMAL,,INSUFFICIENT,,INSUFFICIENT,43.82571635300643,NORMAL,,INSUFFICIENT,,INSUFFICIENT,38.672254870126935,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DMART,2018-03,32.66073855395801,NORMAL,35.09330802455233,NORMAL,,INSUFFICIENT,56.074898184791344,NORMAL,53.68852326384979,NORMAL,,INSUFFICIENT,48.12480342036851,NORMAL,45.40611511009971,NORMAL,,INSUFFICIENT
DMART,2019-03,32.58150631646293,NORMAL,33.68025160547021,NORMAL,,INSUFFICIENT,41.25988653487156,NORMAL,41.148456152684474,NORMAL,,INSUFFICIENT,32.63524026321307,NORMAL,36.08221078587388,NORMAL,,INSUFFICIENT
DMART,2020-03,27.85977628773606,NORMAL,31.03022055295439,NORMAL,,INSUFFICIENT,39.52346751429516,NORMAL,43.743523788454674,NORMAL,,INSUFFICIENT,35.72088082974532,NORMAL,37.97296614612149,NORMAL,,INSUFFICIENT
DMART,2021-03,17.106731277796293,NORMAL,22.975983661653455,NORMAL,,INSUFFICIENT,10.888765910796415,NORMAL,27.98808551972234,NORMAL,,INSUFFICIENT,9.354129979287684,NORMAL,23.15712275705608,NORMAL,,INSUFFICIENT
DMART,2022-03,15.689939325502644,NORMAL,21.09055625089784,NORMAL,,INSUFFICIENT,18.264416994434573,NORMAL,25.512408056240243,NORMAL,,INSUFFICIENT,17.995813862247644,NORMAL,23.51723745192793,NORMAL,,INSUFFICIENT
DMART,2023-03,19.873879018861153,NORMAL,23.29934256671533,NORMAL,29.06167542919187,NORMAL,22.267636716311422,NORMAL,24.158186842927876,NORMAL,38.13648463388204,NORMAL,22.760102619214862,NORMAL,23.26837598530007,NORMAL,33.88045289717836,NORMAL
DMART,2024-03,28.132551951927297,NORMAL,20.48312440202782,NORMAL,26.91026114651347,NORMAL,32.144934169439935,NORMAL,22.96698996520703,NORMAL,31.744452601738082,NORMAL,31.88798361621814,NORMAL,22.740337821451305,NORMAL,29.23922207808318,NORMAL
DRREDDY,2013-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DRREDDY,2014-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DRREDDY,2015-03,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
DRREDDY,2016-03,9.575296075369511,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.750155867638812,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.57215834702825,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DRREDDY,2017-03,1.904126632236025,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-13.014391739579755,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-11.3938128033939,NORMAL,,INSUFFICIENT,,INSUFFICIENT
DRREDDY,2018-03,-1.6742387845302686,NORMAL,3.8323661555037525,NORMAL,,INSUFFICIENT,-25.989663264240658,NORMAL,-9.112912118854366,NORMAL,,INSUFFICIENT,-25.867330314356153,NORMAL,-9.380004555508936,NORMAL,,INSUFFICIENT
DRREDDY,2019-03,-0.257600316734774,NORMAL,2.862320330843815,NORMAL,,INSUFFICIENT,-2.9153906988907297,NORMAL,-0.13280259357866253,NORMAL,,INSUFFICIENT,-2.7411173781143994,NORMAL,0.0,NORMAL,,INSUFFICIENT
DRREDDY,2020-03,7.258383263798773,NORMAL,3.119455830493445,NORMAL,,INSUFFICIENT,16.178467237193452,NORMAL,-2.80737305050921,NORMAL,,INSUFFICIENT,14.471424255333186,NORMAL,-2.3281316138826114,NORMAL,,INSUFFICIENT
DRREDDY,2021-03,10.077085198088831,NORMAL,4.117399386622145,NORMAL,,INSUFFICIENT,27.265282177488626,NORMAL,-1.7394314441348757,NORMAL,,INSUFFICIENT,27.872861448303944,NORMAL,-1.6538041668570203,NORMAL,,INSUFFICIENT
DRREDDY,2022-03,11.72698497788347,NORMAL,8.70164128647819,NORMAL,,INSUFFICIENT,3.8181721474059183,NORMAL,11.049970245016972,NORMAL,,INSUFFICIENT,4.171400751029397,NORMAL,10.197228772148016,NORMAL,,INSUFFICIENT
